,Title,Author,Published,Link
966,The agent programming language meta-APL,"Doan, T.",2011,https://pureportal.coventry.ac.uk/en/publications/the-agent-programming-language-meta-apl
967,Verifying Dribble Agents,"Doan, T.",2009,https://pureportal.coventry.ac.uk/en/publications/verifying-dribble-agents
968,An Agent Team Based on FLUX for the ProMAS Contest 2007,"Doan, T.",2007,https://pureportal.coventry.ac.uk/en/publications/an-agent-team-based-on-flux-for-the-promas-contest-2007
969,Science teachers’ experiences of inquiry-based learning through a serious game: a phenomenographic perspective,"Lameras, P.",12 May 2021,https://pureportal.coventry.ac.uk/en/publications/science-teachers-experiences-of-inquiry-based-learning-through-a-
970,The EN-Survival Game: An Environmental Game for Residential Accommodation,"Dunwell, I.",8 May 2021,https://pureportal.coventry.ac.uk/en/publications/the-en-survival-game-an-environmental-game-for-residential-accomm
971,A Game for Entrepreneurship Training Supporting Dual-Career Paths,"Dunwell, I.",1 Jan 2020,https://pureportal.coventry.ac.uk/en/publications/a-game-for-entrepreneurship-training-supporting-dual-career-paths
972,Board Games for Health: A Systematic Literature Review and Meta-Analysis,"Bul, K.",8 Apr 2019,https://pureportal.coventry.ac.uk/en/publications/board-games-for-health-a-systematic-literature-review-and-meta-an
973,Reinforcing rational decision making in a risk elicitation task through visual reasoning,"Lameras, P.",2019,https://pureportal.coventry.ac.uk/en/publications/reinforcing-rational-decision-making-in-a-risk-elicitation-task-t
974,Implementing Adaptive Game Difficulty Balancing in Serious Games,"Dunwell, I.",15 Jan 2018,https://pureportal.coventry.ac.uk/en/publications/implementing-adaptive-game-difficulty-balancing-in-serious-games
975,Developing gamified elements to influence positive behavioural change towards organisational energy efficiency,"Dunwell, I.",2017,https://pureportal.coventry.ac.uk/en/publications/developing-gamified-elements-to-influence-positive-behavioural-ch
976,Essential features of serious games design in higher education: Linking learning attributes to game mechanics,"Lameras, P.",Jul 2017,https://pureportal.coventry.ac.uk/en/publications/essential-features-of-serious-games-design-in-higher-education-li-2
977,Promoting healthy adolescent lifestyles through serious games: Enacting a multidisciplinary approach,"Dunwell, I.",4 Mar 2017,https://pureportal.coventry.ac.uk/en/publications/promoting-healthy-adolescent-lifestyles-through-serious-games-ena
978,Translating open data to educational minigames,"Dunwell, I.",24 Nov 2016,https://pureportal.coventry.ac.uk/en/publications/translating-open-data-to-educational-minigames-2
979,A mobile serious game for lifestyle change: Conveying nutritional knowledge and motivation through play,"Dunwell, I.",16 Dec 2015,https://pureportal.coventry.ac.uk/en/publications/a-mobile-serious-game-for-lifestyle-change-conveying-nutritional--2
980,Foundations of dynamic learning analytics: Using university student data to increase retention,"Dunwell, I.",Nov 2015,https://pureportal.coventry.ac.uk/en/publications/foundations-of-dynamic-learning-analytics-using-university-studen-2
981,Game-based lifestyle interventions for adolescents: An evidence-based approach,"Dunwell, I.",Jan 2015,https://pureportal.coventry.ac.uk/en/publications/game-based-lifestyle-interventions-for-adolescents-an-evidence-ba-2
982,Green@CU: An environmental game for residential accommodation,"Lameras, P.",16 Dec 2015,https://pureportal.coventry.ac.uk/en/publications/greencu-an-environmental-game-for-residential-accommodation-2
983,OPTIMISING THE DESIGN AND DEVELOPMENT OF LOCATION-BASED GAMES: THE LBE FRAMEWORK,"Clark, S.",2015,https://pureportal.coventry.ac.uk/en/publications/optimising-the-design-and-development-of-location-based-games-the-2
984,Providing career guidance to adolescents through digital games: A case study,"Dunwell, I.",31 Mar 2015,https://pureportal.coventry.ac.uk/en/publications/providing-career-guidance-to-adolescents-through-digital-games-a--3
985,Raising awareness on sustainability issues through a mobile game,"Lameras, P.",2015,https://pureportal.coventry.ac.uk/en/publications/raising-awareness-on-sustainability-issues-through-a-mobile-game-2
986,A game-based learning approach to road safety: the code of everand,"Dunwell, I.",26 Apr 2014,https://pureportal.coventry.ac.uk/en/publications/a-game-based-learning-approach-to-road-safety-the-code-of-everand-2
987,A usability evaluation of game-based approaches assessing risk and delayed gratification,"Dunwell, I.",2014,https://pureportal.coventry.ac.uk/en/publications/a-usability-evaluation-of-game-based-approaches-assessing-risk-an-2
988,Facilitating intuitive-guided learning in a serious game through integration with a learning content management system,"Dunwell, I.",Oct 2014,https://pureportal.coventry.ac.uk/en/publications/facilitating-intuitive-guided-learning-in-a-serious-game-through--2
989,Fostering Science Teachers’ Design for Inquiry-Based Learning by Using a Serious Game,"Lameras, P.",2014,https://pureportal.coventry.ac.uk/en/publications/fostering-science-teachers-design-for-inquiry-based-learning-by-u-2
990,Neurophysiological methods for monitoring brain activity in serious games and virtual environments: a review,"Dunwell, I.",2014,https://pureportal.coventry.ac.uk/en/publications/neurophysiological-methods-for-monitoring-brain-activity-in-serio-2
991,Pegaso: A serious game to prevent obesity,"Lameras, P.",2014,https://pureportal.coventry.ac.uk/en/publications/pegaso-a-serious-game-to-prevent-obesity-2
992,Providing Career Guidance to Adolescents through Digital Games: A Case Study,"Dunwell, I.",Oct 2014,https://pureportal.coventry.ac.uk/en/publications/providing-career-guidance-to-adolescents-through-digital-games-a--2
993,THE GROWTH: An environmental game focusing on overpopulation issues,"Lameras, P.",2014,https://pureportal.coventry.ac.uk/en/publications/the-growth-an-environmental-game-focusing-on-overpopulation-issue-2
994,Training Science Teachers to Design Inquiry-Based Lesson Plans through a Serious Game,"Lameras, P.",2014,https://pureportal.coventry.ac.uk/en/publications/training-science-teachers-to-design-inquiry-based-lesson-plans-th-2
995,A game-based approach for raising awareness on sustainability issues in public spaces,"Lameras, P.",2013,https://pureportal.coventry.ac.uk/en/publications/a-game-based-approach-for-raising-awareness-on-sustainability-iss-2
996,Creating coherent incidental learning journeys on mobile devices through feedback and progress indicators,"Dunwell, I.",2013,https://pureportal.coventry.ac.uk/en/publications/creating-coherent-incidental-learning-journeys-on-mobile-devices--2
997,Developing a digital game to support cultural learning amongst immigrants,"Dunwell, I.",2013,https://pureportal.coventry.ac.uk/en/publications/developing-a-digital-game-to-support-cultural-learning-amongst-im-2
998,Integrating games into the classroom: towards new teachership,"Arnab, S.",2013,https://pureportal.coventry.ac.uk/en/publications/integrating-games-into-the-classroom-towards-new-teachership-2
999,Integrating serious games in adaptive hypermedia applications for personalised learning experiences,"Arnab, S.",2013,https://pureportal.coventry.ac.uk/en/publications/integrating-serious-games-in-adaptive-hypermedia-applications-for-2
1000,MeTycoon: A game-based approach to career guidance,"Dunwell, I.",2013,https://pureportal.coventry.ac.uk/en/publications/metycoon-a-game-based-approach-to-career-guidance-2
1001,"Repurposing, integrating, and rating serious games as learning objects","Dunwell, I.",2013,https://pureportal.coventry.ac.uk/en/publications/repurposing-integrating-and-rating-serious-games-as-learning-obje-2
1002,Serious games and e-learning-learning standards: towards an integrated experience,"Dunwell, I.",2013,https://pureportal.coventry.ac.uk/en/publications/serious-games-and-e-learning-learning-standards-towards-an-integr-2
1003,The development approach of a pedagogically-driven serious game to support Relationship and Sex Education (RSE) within a classroom setting,"Arnab, S.",2013,https://pureportal.coventry.ac.uk/en/publications/the-development-approach-of-a-pedagogically-driven-serious-game-t-2
1004,The Herbert virtual museum,"Dunwell, I.",2013,https://pureportal.coventry.ac.uk/en/publications/the-herbert-virtual-museum-2
1005,The open innovation exchange platform: experiences of implementing a business community engagement platform for channeling IP development and collaboration with local businesses,"Lameras, P.",2013,https://pureportal.coventry.ac.uk/en/publications/the-open-innovation-exchange-platform-experiences-of-implementing-2
1006,Authoring Adaptive Serious Games,"Dunwell, I.",21 Sep 2012,https://pureportal.coventry.ac.uk/en/publications/authoring-adaptive-serious-games-2
1007,Authoring of adaptive serious games,"Arnab, S.",2012,https://pureportal.coventry.ac.uk/en/publications/authoring-of-adaptive-serious-games-3
1008,"CC-LO: Embedding interactivity, challenge and empowerment into collaborative learning sessions","Dunwell, I.",2012,https://pureportal.coventry.ac.uk/en/publications/cc-lo-embedding-interactivity-challenge-and-empowerment-into-coll-2
1009,Defining a metadata schema for serious games as learning objects,"Dunwell, I.",2012,https://pureportal.coventry.ac.uk/en/publications/defining-a-metadata-schema-for-serious-games-as-learning-objects-2
1010,E-commerce transactions in a virtual environment: virtual transactions,"Arnab, S.",2012,https://pureportal.coventry.ac.uk/en/publications/e-commerce-transactions-in-a-virtual-environment-virtual-transact-2
1011,Game engines selection framework for high-fidelity serious applications,"Dunwell, I.",2012,https://pureportal.coventry.ac.uk/en/publications/game-engines-selection-framework-for-high-fidelity-serious-applic-2
1012,Guiding intuitive learning in serious games: An achievement-based approach to externalized feedback and assessment,"Dunwell, I.",28 Sep 2012,https://pureportal.coventry.ac.uk/en/publications/guiding-intuitive-learning-in-serious-games-an-achievement-based-
1013,PR:EPARe: A game-based approach to relationship guidance for adolescents,"Clarke, S.",2012,https://pureportal.coventry.ac.uk/en/publications/prepare-a-game-based-approach-to-relationship-guidance-for-adoles-2
1014,Re-using serious games by encapsulating them in learning objects,"Dunwell, I.",2012,https://pureportal.coventry.ac.uk/en/publications/re-using-serious-games-by-encapsulating-them-in-learning-objects-2
1015,Serious games for healthcare: applications and implications,"Arnab, S.",2012,https://pureportal.coventry.ac.uk/en/publications/serious-games-for-healthcare-applications-and-implications-2
1016,Technical evaluation of the mEducator 3.0 linked databased environment for sharing medical educational resources,"Dunwell, I.",1 Dec 2012,https://pureportal.coventry.ac.uk/en/publications/technical-evaluation-of-the-meducator-30-linked-databased-environ
1017,Technical evaluation of the mEducator 3.0 linked data-based environment for sharing medical educational resources,"Dunwell, I.",2012,https://pureportal.coventry.ac.uk/en/publications/technical-evaluation-of-the-meducator-30-linked-data-based-enviro-2
1018,"Towards a global participatory platform: Democratising open data, complexity science and collective intelligence","Dunwell, I.",2012,https://pureportal.coventry.ac.uk/en/publications/towards-a-global-participatory-platform-democratising-open-data-c
1019,Pedestrian and Cyclist Detection and Intent Estimation for Autonomous Vehicles: A Survey,"Ahmed, S.",6 Jun 2019,https://pureportal.coventry.ac.uk/en/publications/pedestrian-and-cyclist-detection-and-intent-estimation-for-autono
1020,Visual and Thermal Data for Pedestrian and Cyclist Detection,"Ahmed, S.",2019,https://pureportal.coventry.ac.uk/en/publications/visual-and-thermal-data-for-pedestrian-and-cyclist-detection
1021,A hybrid deep learning neural approach for emotion recognition from facial expressions for socially assistive robots,"Elshaw, M.",Apr 2018,https://pureportal.coventry.ac.uk/en/publications/a-hybrid-deep-learning-neural-approach-for-emotion-recognition-fr
1022,Deep Learning for Illumination Invariant Facial Expression Recognition,"Palade, V.",10 Oct 2018,https://pureportal.coventry.ac.uk/en/publications/deep-learning-for-illumination-invariant-facial-expression-recogn
1023,Deep learning for real time facial expression recognition in social robots,"Palade, V.",17 Nov 2018,https://pureportal.coventry.ac.uk/en/publications/deep-learning-for-real-time-facial-expression-recognition-in-soci
1024,Stacked deep convolutional auto-encoders for emotion recognition from facial expressions,"Elshaw, M.",3 Jul 2017,https://pureportal.coventry.ac.uk/en/publications/stacked-deep-convolutional-auto-encoders-for-emotion-recognition-
1025,Deep Learning for Emotion Recognition in Faces,"Elshaw, M.",13 Aug 2016,https://pureportal.coventry.ac.uk/en/publications/deep-learning-for-emotion-recognition-in-faces-2
1026,Emotion Recognition Using Facial Expression Images for a Robotic Companion,"Elshaw, M.",2016,https://pureportal.coventry.ac.uk/en/publications/emotion-recognition-using-facial-expression-images-for-a-robotic--2
1027,Smartphone Based Human Activity and Postural Transition Classification with Deep Stacked Autoencoder Networks,"Elshaw, M.",2016,https://pureportal.coventry.ac.uk/en/publications/smartphone-based-human-activity-and-postural-transition-classific-2
1028,Emotional recognition from the speech signal for a virtual education agent,"Elshaw, M.",2013,https://pureportal.coventry.ac.uk/en/publications/emotional-recognition-from-the-speech-signal-for-a-virtual-educat
1029,A Hybrid Neural Emotion Recogniser for Human-Robotic Agent Interaction,"Elshaw, M.",2012,https://pureportal.coventry.ac.uk/en/publications/a-hybrid-neural-emotion-recogniser-for-human-robotic-agent-intera
1030,An attention-gating recurrent working memory architecture for emergent speech representation,"Elshaw, M.",2010,https://pureportal.coventry.ac.uk/en/publications/an-attention-gating-recurrent-working-memory-architecture-for-eme
1031,Modeling Neurons of the Inferior Colliculus,"Elshaw, M.",2007,https://pureportal.coventry.ac.uk/en/publications/modeling-neurons-of-the-inferior-colliculus
1032,A hybrid generative and predictive model of the motor cortex,"Elshaw, M.",May 2006,https://pureportal.coventry.ac.uk/en/publications/a-hybrid-generative-and-predictive-model-of-the-motor-cortex
1033,Towards multimodal neural robot learning,"Elshaw, M.",30 Jun 2004,https://pureportal.coventry.ac.uk/en/publications/towards-multimodal-neural-robot-learning
1034,Learning robot actions based on self-organising language memory,"Elshaw, M.",2003,https://pureportal.coventry.ac.uk/en/publications/learning-robot-actions-based-on-self-organising-language-memory
1035,Towards Integrating Learning by Demonstration and Learning by Instruction in a Multimodal Robotics,"Elshaw, M.",2003,https://pureportal.coventry.ac.uk/en/publications/towards-integrating-learning-by-demonstration-and-learning-by-ins
1036,Syzygy modules for dihedral groups,"Evans, J. D. P.",2021,https://pureportal.coventry.ac.uk/en/publications/syzygy-modules-for-dihedral-groups
1037,Similarity preserving overlapping community detection in signed networks,"Fei, X.",Mar 2021,https://pureportal.coventry.ac.uk/en/publications/similarity-preserving-overlapping-community-detection-in-signed-n
1038,Network Embedding Using Deep Robust Nonnegative Matrix Factorization,"Fei, X.",4 May 2020,https://pureportal.coventry.ac.uk/en/publications/network-embedding-using-deep-robust-nonnegative-matrix-factorizat
1039,CPS Data Streams Analytics based on Machine Learning for Cloud and Fog Computing: A Survey,"Fei, X.",Jan 2019,https://pureportal.coventry.ac.uk/en/publications/cps-data-streams-analytics-based-on-machine-learning-for-cloud-an
1040,Improving generalization ability of Instance-transfer Based Imbalanced Sentiment Classification of Turn-Level Interactive Chinese Texts,"Fei, X.",Jun 2019,https://pureportal.coventry.ac.uk/en/publications/improving-generalization-ability-of-instance-transfer-based-imbal
1041,Improving NMF-based community discovery using distributed robust nonnegative matrix factorization with SimRank similarity measure,"Fei, X.",Oct 2018,https://pureportal.coventry.ac.uk/en/publications/improving-nmf-based-community-discovery-using-distributed-robust-
1042,A method of demand-driven and data-centric Web service configuration for flexible business process implementation,"Fei, X.",2017,https://pureportal.coventry.ac.uk/en/publications/a-method-of-demand-driven-and-data-centric-web-service-configurat-2
1043,A topic community-based method for friend recommendation in large-scale online social networks,"Fei, X.",25 Mar 2017,https://pureportal.coventry.ac.uk/en/publications/a-topic-community-based-method-for-friend-recommendation-in-large-2
1044,Graph Analysis of Fog Computing Systems for Industry 4.0,"Verba, N.",22 Nov 2017,https://pureportal.coventry.ac.uk/en/publications/graph-analysis-of-fog-computing-systems-for-industry-40
1045,Platform as a service gateway for the Fog of Things,"Verba, N.",Aug 2017,https://pureportal.coventry.ac.uk/en/publications/platform-as-a-service-gateway-for-the-fog-of-things-2
1046,A Topic Community-based Method for Friend Recommendation in Online Social Networks via Joint Nonnegative Matrix Factorization,"Fei, X.",2015,https://pureportal.coventry.ac.uk/en/publications/a-topic-community-based-method-for-friend-recommendation-in-onlin-2
1047,IT for future e-business management [editorial],"Fei, X.",2015,https://pureportal.coventry.ac.uk/en/publications/it-for-future-e-business-management-editorial-2
1048,Stochastic modeling of dynamic right-sizing for energy-efficiency in cloud data centers,"Fei, X.",Jul 2015,https://pureportal.coventry.ac.uk/en/publications/stochastic-modeling-of-dynamic-right-sizing-for-energy-efficiency-2
1049,An intelligent framework for activity led learning in network planning and management,"Iqbal, R.",2014,https://pureportal.coventry.ac.uk/en/publications/an-intelligent-framework-for-activity-led-learning-in-network-pla-2
1050,Energy Consumption Data Based Machine Anomaly Detection,"Fei, X.",Nov 2014,https://pureportal.coventry.ac.uk/en/publications/energy-consumption-data-based-machine-anomaly-detection-2
1051,Applications development on a rule-based WSN middleware,"Fei, X.",2012,https://pureportal.coventry.ac.uk/en/publications/applications-development-on-a-rule-based-wsn-middleware-2
1052,REED: Flexible rule based programming of wireless sensor networks at runtime,"Fei, X.",2012,https://pureportal.coventry.ac.uk/en/publications/reed-flexible-rule-based-programming-of-wireless-sensor-networks--2
1053,Development of a rule based wireless sensor network middleware,"Fei, X.",2010,https://pureportal.coventry.ac.uk/en/publications/development-of-a-rule-based-wireless-sensor-network-middleware-2
1054,Priority based message transmission over unreliable wireless links for safety critical monitoring applications,"Fei, X.",2009,https://pureportal.coventry.ac.uk/en/publications/priority-based-message-transmission-over-unreliable-wireless-link-2
1055,The application of mobile-commerce in the University and its security concerns - a case study of Coventry University,"Fei, X.",2009,https://pureportal.coventry.ac.uk/en/publications/the-application-of-mobile-commerce-in-the-university-and-its-secu-2
1056,Applying nature-inspired optimization algorithms for selecting important timestamps to reduce time series dimensionality,"Muhammad Fuad, M. M.",1 Mar 2019,https://pureportal.coventry.ac.uk/en/publications/applying-nature-inspired-optimization-algorithms-for-selecting-im
1057,Aggressive pruning strategy for time series retrieval using a multi-resolution representation based on vector quantization coupled with discrete wavelet transform,"Muhammad Fuad, M. M.",Feb 2017,https://pureportal.coventry.ac.uk/en/publications/aggressive-pruning-strategy-for-time-series-retrieval-using-a-mul
1058,Modeling non-equilibrium population using variable-chromosome-length genetic algorithm,"Fuad, M. M. M.",5 Jul 2017,https://pureportal.coventry.ac.uk/en/publications/modeling-non-equilibrium-population-using-variable-chromosome-len
1059,A differential evolution optimization algorithm for reducing time series dimensionality,"Fuad, M. M. M.",21 Nov 2016,https://pureportal.coventry.ac.uk/en/publications/a-differential-evolution-optimization-algorithm-for-reducing-time
1060,An experimental evaluation of the adaptive sampling method for time series classification and clustering,"Fuad, M. M. M.",1 Jan 2016,https://pureportal.coventry.ac.uk/en/publications/an-experimental-evaluation-of-the-adaptive-sampling-method-for-ti
1061,Optimized word-size time series representation method using a genetic algorithm with a flexible encoding scheme,"Muhammad Fuad, M. M.",5 Nov 2016,https://pureportal.coventry.ac.uk/en/publications/optimized-word-size-time-series-representation-method-using-a-gen
1062,Variable-chromosome-length genetic algorithm for time series discretization,"Muhammad Fuad, M. M.",6 Aug 2016,https://pureportal.coventry.ac.uk/en/publications/variable-chromosome-length-genetic-algorithm-for-time-series-disc
1063,A Haar wavelet-based multi-resolution representation method of time series data,"Fuad, M. M. M.",1 Jan 2015,https://pureportal.coventry.ac.uk/en/publications/a-haar-wavelet-based-multi-resolution-representation-method-of-ti
1064,Applying non-dominated sorting genetic algorithm ii to multi-objective optimization of a weighted multi-metric distance for performing data mining tasks,"Fuad, M. M. M.",2015,https://pureportal.coventry.ac.uk/en/publications/applying-non-dominated-sorting-genetic-algorithm-ii-to-multi-obje
1065,Chemo-inspired genetic algorithm for optimizing the piecewise aggregate approximation,"Muhammad Fuad, M. M.",1 Jan 2015,https://pureportal.coventry.ac.uk/en/publications/chemo-inspired-genetic-algorithm-for-optimizing-the-piecewise-agg
1066,Hierarchical clustering of DNA microarray data using a hybrid of bacterial foraging and differential evolution,"Muhammad Fuad, M. M.",19 Nov 2015,https://pureportal.coventry.ac.uk/en/publications/hierarchical-clustering-of-dna-microarray-data-using-a-hybrid-of-
1067,Multi-objective optimization for clustering microarray gene expression data - a comparative study,"Muhammad Fuad, M. M.",1 Jan 2015,https://pureportal.coventry.ac.uk/en/publications/multi-objective-optimization-for-clustering-microarray-gene-expre
1068,On the application of bio-inspired optimization algorithms to fuzzy C-Means clustering of time series,"Fuad, M. M. M.",2015,https://pureportal.coventry.ac.uk/en/publications/on-the-application-of-bio-inspired-optimization-algorithms-to-fuz
1069,Optimized multi-resolution indexing and retrieval scheme of time series,"Muhammad Fuad, M. M.",Sep 2015,https://pureportal.coventry.ac.uk/en/publications/optimized-multi-resolution-indexing-and-retrieval-scheme-of-time-
1070,A hybrid of bacterial foraging and differential evolution -based distance of sequences,"Fuad, M. M. M.",1 Jan 2014,https://pureportal.coventry.ac.uk/en/publications/a-hybrid-of-bacterial-foraging-and-differential-evolution-based-d
1071,A synergy of artificial bee colony and genetic algorithms to determine the parameters of the ∑-gram distance,"Muhammad Fuad, M. M.",1 Jan 2014,https://pureportal.coventry.ac.uk/en/publications/a-synergy-of-artificial-bee-colony-and-genetic-algorithms-to-dete
1072,A weighted minimum distance using hybridization of particle swarm optimization and Bacterial Foraging,"Muhammad Fuad, M. M.",1 Jan 2014,https://pureportal.coventry.ac.uk/en/publications/a-weighted-minimum-distance-using-hybridization-of-particle-swarm
1073,Differential evolution-based weighted combination  of distance metrics for k-means clustering,"Muhammad Marwan Muhammad, F.",1 Jan 2014,https://pureportal.coventry.ac.uk/en/publications/differential-evolution-based-weighted-combination-of-distance-met
1074,One-step or two-step optimization and the overfitting phenomenon: A case study on time series classification,"Fuad, M. M. M.",1 Jan 2014,https://pureportal.coventry.ac.uk/en/publications/one-step-or-two-step-optimization-and-the-overfitting-phenomenon-
1075,Parameter-free extended edit distance,"Muhammad Fuad, M. M.",1 Jan 2014,https://pureportal.coventry.ac.uk/en/publications/parameter-free-extended-edit-distance
1076,A pre-initialization stage of population-based bio-inspired metaheuristics for handling expensive optimization problems,"Fuad, M. M. M.",1 Dec 2013,https://pureportal.coventry.ac.uk/en/publications/a-pre-initialization-stage-of-population-based-bio-inspired-metah
1077,When optimization is just an illusion,"Muhammad Fuad, M. M.",1 Dec 2013,https://pureportal.coventry.ac.uk/en/publications/when-optimization-is-just-an-illusion
1078,ABC-SG: A new artificial bee colony algorithm-based distance of sequential data using sigma grams,"Muhammad Fuad, M. M.",1 Jan 2012,https://pureportal.coventry.ac.uk/en/publications/abc-sg-a-new-artificial-bee-colony-algorithm-based-distance-of-se
1079,Differential evolution versus genetic algorithms: Towards symbolic aggregate approximation of non-normalized time series,"Fuad, M. M. M.",28 Sep 2012,https://pureportal.coventry.ac.uk/en/publications/differential-evolution-versus-genetic-algorithms-towards-symbolic
1080,Genetic algorithms-based symbolic aggregate approximation,"Muhammad Fuad, M. M.",1 Oct 2012,https://pureportal.coventry.ac.uk/en/publications/genetic-algorithms-based-symbolic-aggregate-approximation
1081,Particle swarm optimization of information-content weighting of symbolic aggregate approximation,"Muhammad Fuad, M. M.",1 Dec 2012,https://pureportal.coventry.ac.uk/en/publications/particle-swarm-optimization-of-information-content-weighting-of-s
1082,Towards normalizing the edit distance using a genetic algorithms-based scheme,"Muhammad Fuad, M. M.",1 Dec 2012,https://pureportal.coventry.ac.uk/en/publications/towards-normalizing-the-edit-distance-using-a-genetic-algorithms-
1083,Using differential evolution to set weights to segments with different information content in the piecewise aggregate approximation,"Fuad, M. M. M.",Sep 2012,https://pureportal.coventry.ac.uk/en/publications/using-differential-evolution-to-set-weights-to-segments-with-diff
1084,Enhancing the symbolic aggregate approximation method using updated lookup tables,"Muhammad Fuad, M. M.",23 Nov 2010,https://pureportal.coventry.ac.uk/en/publications/enhancing-the-symbolic-aggregate-approximation-method-using-updat
1085,Fast retrieval of time series using a multi-resolution filter with multiple reduced spaces,"Fuad, M. M. M.",21 Dec 2010,https://pureportal.coventry.ac.uk/en/publications/fast-retrieval-of-time-series-using-a-multi-resolution-filter-wit
1086,Multi-resolution approach to time series retrieval,"Fuad, M. M. M.",15 Dec 2010,https://pureportal.coventry.ac.uk/en/publications/multi-resolution-approach-to-time-series-retrieval
1087,Speeding-up the similarity search in time series databases by coupling dimensionality reduction techniques with a fast-and-dirty filter,"Muhammad Fuad, M. M.",11 Nov 2010,https://pureportal.coventry.ac.uk/en/publications/speeding-up-the-similarity-search-in-time-series-databases-by-cou
1088,Towards a faster symbolic aggregate approximation method,"Muhammad Fuad, M. M.",1 Dec 2010,https://pureportal.coventry.ac.uk/en/publications/towards-a-faster-symbolic-aggregate-approximation-method
1089,Extending the edit distance using frequencies of common characters,"Fuad, M. M. M.",7 Oct 2008,https://pureportal.coventry.ac.uk/en/publications/extending-the-edit-distance-using-frequencies-of-common-character
1090,The extended edit distance metric,"Fuad, M. M. M.",15 Aug 2008,https://pureportal.coventry.ac.uk/en/publications/the-extended-edit-distance-metric
1091,Platform as a service gateway for the Fog of Things,"Verba, N.",Aug 2017,https://pureportal.coventry.ac.uk/en/publications/platform-as-a-service-gateway-for-the-fog-of-things-2
1092,Cool to Warm Up? Understanding Student Energy Behaviour In Indonesian University Buildings.,"Halloran, J.",2015,https://pureportal.coventry.ac.uk/en/publications/cool-to-warm-up-understanding-student-energy-behaviour-in-indones-2
1093,Edge mining the internet of things,"Gaura, E.",2013,https://pureportal.coventry.ac.uk/en/publications/edge-mining-the-internet-of-things-2
1094,Virtual sensors to improve on-line hydraulic model calibration,"Goldsmith, D.",2012,https://pureportal.coventry.ac.uk/en/publications/virtual-sensors-to-improve-on-line-hydraulic-model-calibration
1095,WaterWiSe@SG: A testbed for continuous monitoring of the water distribution system in Singapore,"Goldsmith, D.",2012,https://pureportal.coventry.ac.uk/en/publications/waterwisesg-a-testbed-for-continuous-monitoring-of-the-water-dist
1096,The Spanish Inquisition Protocol—Model based transmission reduction for wireless sensor networks,"Goldsmith, D.",2010,https://pureportal.coventry.ac.uk/en/publications/the-spanish-inquisition-protocolmodel-based-transmission-reductio-2
1097,FieldMAP: a spatiotemporal field monitoring application prototyping framework,"Brusey, J.",Nov 2009,https://pureportal.coventry.ac.uk/en/publications/fieldmap-a-spatiotemporal-field-monitoring-application-prototypin-2
1098,Performance analysis of a prototype wireless monitoring system for a gas turbine,"Brusey, J.",2009,https://pureportal.coventry.ac.uk/en/publications/performance-analysis-of-a-prototype-wireless-monitoring-system-fo-2
1099,Wireless sensor networks for aerospace applications- thermal monitoring for a gas turbine engine,"Goldsmith, D.",2009,https://pureportal.coventry.ac.uk/en/publications/wireless-sensor-networks-for-aerospace-applications-thermal-monit-2
1100,Augmented reality environmental monitoring using wireless sensor networks,"Goldsmith, D.",2008,https://pureportal.coventry.ac.uk/en/publications/augmented-reality-environmental-monitoring-using-wireless-sensor--2
1101,Prototype of a wireless monitoring system for a gas turbine engine,"Goldsmith, D.",Sep 2008,https://pureportal.coventry.ac.uk/en/publications/prototype-of-a-wireless-monitoring-system-for-a-gas-turbine-engin-2
1102,Wireless instrumentation for aerospace applications—thermal monitoring for a gas turbine engine,"Goldsmith, D.",2008,https://pureportal.coventry.ac.uk/en/publications/wireless-instrumentation-for-aerospace-applicationsthermal-monito-2
1103,Sense-enabled mixed reality museum exhibitions,"Goldsmith, D.",2007,https://pureportal.coventry.ac.uk/en/publications/sense-enabled-mixed-reality-museum-exhibitions-2
1104,Design and evaluation of adaptive feedback to foster ICT information processing skills in young adults,"Grawemeyer, B.",1 Jan 2019,https://pureportal.coventry.ac.uk/en/publications/design-and-evaluation-of-adaptive-feedback-to-foster-ict-informat
1105,The impact of affect-aware support on learning tasks that differ in their cognitive demands,"Grawemeyer, B.",20 Jun 2018,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-affect-aware-support-on-learning-tasks-that-differ-
1106,Affective learning: improving engagement and enhancing learning with affect-aware feedback,"Grawemeyer, B.",1 Mar 2017,https://pureportal.coventry.ac.uk/en/publications/affective-learning-improving-engagement-and-enhancing-learning-wi
1107,Exploring students’ affective states during learning with external representations,"Grawemeyer, B.",23 Jun 2017,https://pureportal.coventry.ac.uk/en/publications/exploring-students-affective-states-during-learning-with-external
1108,Using Graph-based Modelling to explore changes in students’ affective states during exploratory learning tasks,"Grawemeyer, B.",1 Jan 2017,https://pureportal.coventry.ac.uk/en/publications/using-graph-based-modelling-to-explore-changes-in-students-affect
1109,Affecting Off-Task Behaviour: How Affect-aware feedback can improve student learning,"Grawemeyer, B.",25 Apr 2016,https://pureportal.coventry.ac.uk/en/publications/affecting-off-task-behaviour-how-affect-aware-feedback-can-improv
1110,"It ain't what you do, it's the way that you do it: Investigating the effect of students' active and constructive interactions with fractions representations","Grawemeyer, B.",1 Jan 2016,https://pureportal.coventry.ac.uk/en/publications/it-aint-what-you-do-its-the-way-that-you-do-it-investigating-the-
